Unnamed: 0	Geneid	KO	Pathway_ko	Definition
2860	Cre04.g216600	K03066	9123	"Folding	 sorting and degradation"
2861	Cre04.g216600	K03066	9172	Infectious diseases: Viral
2862	Cre04.g216600	K03066	9182	Protein families: genetic information processing
2878	Cre04.g217921	K17301	9182	Protein families: genetic information processing
2879	Cre04.g217921	K17301	9183	Protein families: signaling and cellular processes
2888	Cre04.g217935	K11886	9182	Protein families: genetic information processing
2909	Cre04.g218300	K14774	9182	Protein families: genetic information processing
2910	Cre04.g218650	K15112	9183	Protein families: signaling and cellular processes
2917	Cre04.g219787	K02548	9108	Metabolism of cofactors and vitamins
2918	Cre04.g219787	K02548	9181	Protein families: metabolism
2941	Cre04.g222050	K16489	9182	Protein families: genetic information processing
2954	Cre04.g223850	K12614	9123	"Folding	 sorting and degradation"
2955	Cre04.g223850	K12614	9182	Protein families: genetic information processing
2956	Cre04.g223850	K12614	3036	Chromosome and associated proteins
2964	Cre04.g225600	K15414	9172	Infectious diseases: Viral
2965	Cre04.g225600	K15414	9183	Protein families: signaling and cellular processes
2971	Cre04.g226450	K12816	9121	Transcription
2972	Cre04.g226450	K12816	9182	Protein families: genetic information processing
2973	Cre04.g226850	K08245	9181	Protein families: metabolism
2974	Cre04.g226950	K06693	9182	Protein families: genetic information processing
2975	Cre04.g227000	K10858	9124	Replication and repair
2976	Cre04.g227000	K10858	3460	Fanconi anemia pathway
2977	Cre04.g227000	K10858	9182	Protein families: genetic information processing
3000	Cre04.g230732	K08106	9107	Glycan biosynthesis and metabolism
3001	Cre04.g230732	K08106	9181	Protein families: metabolism
3002	Cre04.g230732	K08106	9182	Protein families: genetic information processing
3022	Cre05.g232200	K17871	9191	Unclassified: metabolism
3029	Cre05.g232800	K12260	9191	Unclassified: metabolism
3030	Cre05.g232850	K02260	9102	Energy metabolism
3031	Cre05.g232850	K02260	9159	Environmental adaptation
3032	Cre05.g232850	K02260	9182	Protein families: genetic information processing
3036	Cre05.g233303	K11718	9123	"Folding	 sorting and degradation"
3037	Cre05.g233303	K11718	9181	Protein families: metabolism
3044	Cre05.g233900	K00434	9101	Carbohydrate metabolism
3045	Cre05.g233900	K00434	9106	Metabolism of other amino acids
3049	Cre05.g234300	K12175	9182	Protein families: genetic information processing
3050	Cre05.g234500	K11801	9182	Protein families: genetic information processing
3067	Cre05.g234647	K06950	9194	Poorly characterized
3068	Cre05.g234648	K12834	9121	Transcription
3069	Cre05.g234648	K12834	9182	Protein families: genetic information processing
3073	Cre05.g234661	K08900	9182	Protein families: genetic information processing
3074	Cre05.g234664	K17757	9191	Unclassified: metabolism
3085	Cre05.g234850	K11841	9141	Transport and catabolism
3086	Cre05.g234850	K11841	9181	Protein families: metabolism
3087	Cre05.g234850	K11841	9182	Protein families: genetic information processing
3102	Cre05.g237400	K01778	9105	Amino acid metabolism
3106	Cre05.g238250	K04450	9132	Signal transduction
3107	Cre05.g238250	K04450	4013	MAPK signaling pathway - fly
3108	Cre05.g238250	K04450	4668	TNF signaling pathway
3109	Cre05.g238250	K04450	4022	cGMP-PKG signaling pathway
3110	Cre05.g238250	K04450	4151	PI3K-Akt signaling pathway
3111	Cre05.g238250	K04450	9151	Immune system
3112	Cre05.g238250	K04450	9152	Endocrine system
3113	Cre05.g238250	K04450	4922	Glucagon signaling pathway
3114	Cre05.g238250	K04450	4915	Estrogen signaling pathway
3115	Cre05.g238250	K04450	4926	Relaxin signaling pathway
3116	Cre05.g238250	K04450	4918	Thyroid hormone synthesis
3117	Cre05.g238250	K04450	4928	"Parathyroid hormone synthesis	 secretion and action"
3118	Cre05.g238250	K04450	4925	Aldosterone synthesis and secretion
3119	Cre05.g238250	K04450	4927	Cortisol synthesis and secretion
3120	Cre05.g238250	K04450	9153	Circulatory system
3121	Cre05.g238250	K04450	9156	Nervous system
3122	Cre05.g238250	K04450	9149	Aging
3123	Cre05.g238250	K04450	9159	Environmental adaptation
3124	Cre05.g238250	K04450	9161	Cancers: Overview
3125	Cre05.g238250	K04450	9165	Substance dependence
3126	Cre05.g238250	K04450	5031	Amphetamine addiction
3127	Cre05.g238250	K04450	5034	Alcoholism
3128	Cre05.g238250	K04450	9167	Endocrine and metabolic diseases
3129	Cre05.g238250	K04450	9172	Infectious diseases: Viral
3130	Cre05.g238250	K04450	5164	Influenza A
3131	Cre05.g238250	K04450	5161	Hepatitis B
3132	Cre05.g238250	K04450	5163	Human cytomegalovirus infection
3133	Cre05.g238250	K04450	9182	Protein families: genetic information processing
3139	Cre05.g238374	K11975	9182	Protein families: genetic information processing
3142	Cre05.g239050	K00599	9191	Unclassified: metabolism
3145	Cre05.g239450	K14165	9181	Protein families: metabolism
3149	Cre05.g240650	K09506	9182	Protein families: genetic information processing
3150	Cre05.g240650	K09506	3110	Chaperones and folding catalysts
3186	Cre05.g242900	K12592	9123	"Folding	 sorting and degradation"
3187	Cre05.g242900	K12592	9182	Protein families: genetic information processing
3188	Cre05.g242950	K02890	9122	Translation
3189	Cre05.g242950	K02890	9182	Protein families: genetic information processing
3201	Cre05.g244750	K13205	9182	Protein families: genetic information processing
3203	Cre05.g245450	K06127	9108	Metabolism of cofactors and vitamins
3208	Cre05.g245900	K00826	9105	Amino acid metabolism
3209	Cre05.g245900	K00826	280	"Valine	 leucine and isoleucine degradation"
3210	Cre05.g245900	K00826	290	"Valine	 leucine and isoleucine biosynthesis"
3211	Cre05.g245900	K00826	9108	Metabolism of cofactors and vitamins
3212	Cre05.g245900	K00826	9181	Protein families: metabolism
3230	Cre05.g248150	K13510	9103	Lipid metabolism
3231	Cre05.g248150	K13510	565	Ether lipid metabolism
3232	Cre05.g248150	K13510	9181	Protein families: metabolism
3239	Cre06.g248850	K08827	9181	Protein families: metabolism
3240	Cre06.g248850	K08827	9182	Protein families: genetic information processing
3268	Cre06.g250250	K02148	9102	Energy metabolism
3269	Cre06.g250250	K02148	9132	Signal transduction
3270	Cre06.g250250	K02148	9141	Transport and catabolism
3271	Cre06.g250250	K02148	9155	Excretory system
3272	Cre06.g250250	K02148	9156	Nervous system
3273	Cre06.g250250	K02148	9163	Immune diseases
3274	Cre06.g250250	K02148	9171	Infectious diseases: Bacterial
3275	Cre06.g250250	K02148	5120	Epithelial cell signaling in Helicobacter pylori infection
3276	Cre06.g250250	K02148	9172	Infectious diseases: Viral
3282	Cre06.g250450	K14347	9183	Protein families: signaling and cellular processes
3283	Cre06.g250450	K14347	4147	Exosome
3285	Cre06.g250750	K11842	9181	Protein families: metabolism
3286	Cre06.g250750	K11842	9182	Protein families: genetic information processing
3318	Cre06.g251300	K12623	9121	Transcription
3319	Cre06.g251300	K12623	9123	"Folding	 sorting and degradation"
3320	Cre06.g251300	K12623	9182	Protein families: genetic information processing
3321	Cre06.g251300	K12623	3041	Spliceosome
3322	Cre06.g251350	K14829	9182	Protein families: genetic information processing
3325	Cre06.g251450	K03517	9108	Metabolism of cofactors and vitamins
3332	Cre06.g251800	K10755	9124	Replication and repair
3333	Cre06.g251800	K10755	3420	Nucleotide excision repair
3334	Cre06.g251800	K10755	3430	Mismatch repair
3335	Cre06.g251800	K10755	9182	Protein families: genetic information processing
3336	Cre06.g251800	K10755	3036	Chromosome and associated proteins
3337	Cre06.g251800	K10755	3400	DNA repair and recombination proteins
3346	Cre06.g252401	K06890	9194	Poorly characterized
3350	Cre06.g252650	K01704	9101	Carbohydrate metabolism
3351	Cre06.g252650	K01704	9105	Amino acid metabolism
3352	Cre06.g252700	K12826	9121	Transcription
3353	Cre06.g252700	K12826	9182	Protein families: genetic information processing
3363	Cre06.g254450	K10295	9182	Protein families: genetic information processing
3364	Cre06.g254650	K13127	9182	Protein families: genetic information processing
3365	Cre06.g254700	K14321	9122	Translation
3366	Cre06.g254700	K14321	9182	Protein families: genetic information processing
3370	Cre06.g255400	K12857	9121	Transcription
3371	Cre06.g255400	K12857	9182	Protein families: genetic information processing
3387	Cre06.g256750	K10782	9103	Lipid metabolism
3388	Cre06.g256750	K10782	9181	Protein families: metabolism
3389	Cre06.g257000	K02048	9102	Energy metabolism
3390	Cre06.g257000	K02048	9131	Membrane transport
3391	Cre06.g257000	K02048	9183	Protein families: signaling and cellular processes
3397	Cre06.g257450	K02155	9102	Energy metabolism
3398	Cre06.g257450	K02155	9141	Transport and catabolism
3399	Cre06.g257450	K02155	4142	Lysosome
3400	Cre06.g257450	K02155	9155	Excretory system
3401	Cre06.g257450	K02155	9156	Nervous system
3402	Cre06.g257450	K02155	9163	Immune diseases
3403	Cre06.g257450	K02155	9171	Infectious diseases: Bacterial
3404	Cre06.g257450	K02155	5120	Epithelial cell signaling in Helicobacter pylori infection
3405	Cre06.g257450	K02155	5152	Tuberculosis
3406	Cre06.g257450	K02155	9172	Infectious diseases: Viral
3418	Cre06.g257550	K15103	9183	Protein families: signaling and cellular processes
3421	Cre06.g257900	K10088	9123	"Folding	 sorting and degradation"
3422	Cre06.g257900	K10088	9183	Protein families: signaling and cellular processes
3441	Cre06.g258733	K01649	9101	Carbohydrate metabolism
3442	Cre06.g258733	K01649	9105	Amino acid metabolism
3446	Cre06.g259800	K13100	9182	Protein families: genetic information processing
3450	Cre06.g260100	K15276	9183	Protein families: signaling and cellular processes
3487	Cre06.g261800	K05359	9105	Amino acid metabolism
3490	Cre06.g262100	K00383	9106	Metabolism of other amino acids
3491	Cre06.g262100	K00383	9152	Endocrine system
3492	Cre06.g262250	K12393	9141	Transport and catabolism
3493	Cre06.g262250	K12393	9172	Infectious diseases: Viral
3494	Cre06.g262250	K12393	9182	Protein families: genetic information processing
3495	Cre06.g262300	K05864	9143	Cell growth and death
3496	Cre06.g262300	K05864	4218	Cellular senescence
3497	Cre06.g262300	K05864	9182	Protein families: genetic information processing
3506	Cre06.g262800	K11492	9182	Protein families: genetic information processing
3507	Cre06.g262850	K06234	9182	Protein families: genetic information processing
3508	Cre06.g262850	K06234	9183	Protein families: signaling and cellular processes
3519	Cre06.g263289	K11778	9109	Metabolism of terpenoids and polyketides
3520	Cre06.g263289	K11778	9181	Protein families: metabolism
3532	Cre06.g263950	K01539	9132	Signal transduction
3533	Cre06.g263950	K01539	4022	cGMP-PKG signaling pathway
3534	Cre06.g263950	K01539	9152	Endocrine system
3535	Cre06.g263950	K01539	4918	Thyroid hormone synthesis
3536	Cre06.g263950	K01539	4919	Thyroid hormone signaling pathway
3537	Cre06.g263950	K01539	4925	Aldosterone synthesis and secretion
3538	Cre06.g263950	K01539	9153	Circulatory system
3539	Cre06.g263950	K01539	4261	Adrenergic signaling in cardiomyocytes
3540	Cre06.g263950	K01539	9154	Digestive system
3541	Cre06.g263950	K01539	4971	Gastric acid secretion
3542	Cre06.g263950	K01539	4972	Pancreatic secretion
3543	Cre06.g263950	K01539	4976	Bile secretion
3544	Cre06.g263950	K01539	4973	Carbohydrate digestion and absorption
3545	Cre06.g263950	K01539	4974	Protein digestion and absorption
3546	Cre06.g263950	K01539	4978	Mineral absorption
3547	Cre06.g263950	K01539	9155	Excretory system
3548	Cre06.g263950	K01539	4961	Endocrine and other factor-regulated calcium reabsorption
3549	Cre06.g263950	K01539	4964	Proximal tubule bicarbonate reclamation
3550	Cre06.g263950	K01539	9183	Protein families: signaling and cellular processes
3637	Cre06.g265900	K07023	9194	Poorly characterized
3665	Cre06.g267500	K02735	9123	"Folding	 sorting and degradation"
3666	Cre06.g267500	K02735	9181	Protein families: metabolism
3667	Cre06.g267500	K02735	9182	Protein families: genetic information processing
3669	Cre06.g267600	K06444	9109	Metabolism of terpenoids and polyketides
3670	Cre06.g267800	K15119	9183	Protein families: signaling and cellular processes
3714	Cre06.g268750	K00028	9101	Carbohydrate metabolism
3715	Cre06.g268750	K00028	9102	Energy metabolism
3716	Cre06.g269350	K13211	9182	Protein families: genetic information processing
3719	Cre06.g269550	K18587	9191	Unclassified: metabolism
3720	Cre06.g269950	K13525	9123	"Folding	 sorting and degradation"
3721	Cre06.g269950	K13525	9171	Infectious diseases: Bacterial
3722	Cre06.g269950	K13525	9182	Protein families: genetic information processing
3723	Cre06.g269950	K13525	4131	Membrane trafficking
3724	Cre06.g269950	K13525	9183	Protein families: signaling and cellular processes
3740	Cre06.g270850	K10841	9124	Replication and repair
3741	Cre06.g270850	K10841	9182	Protein families: genetic information processing
3742	Cre06.g270850	K10841	3400	DNA repair and recombination proteins
3743	Cre06.g270900	K17675	9182	Protein families: genetic information processing
3801	Cre06.g273200	K03762	9183	Protein families: signaling and cellular processes
3805	Cre06.g273300	K01868	9122	Translation
3806	Cre06.g273300	K01868	9181	Protein families: metabolism
3807	Cre06.g273300	K01868	9182	Protein families: genetic information processing
3809	Cre06.g273500	K14641	9104	Nucleotide metabolism
3810	Cre06.g273500	K14641	240	Pyrimidine metabolism
3815	Cre06.g273750	K02045	9102	Energy metabolism
3816	Cre06.g273750	K02045	9131	Membrane transport
3817	Cre06.g273750	K02045	9183	Protein families: signaling and cellular processes
3866	Cre06.g274500	K14396	9122	Translation
3867	Cre06.g274500	K14396	9172	Infectious diseases: Viral
3868	Cre06.g274500	K14396	9182	Protein families: genetic information processing
3890	Cre06.g274950	K18953	9132	Signal transduction
3892	Cre06.g275050	K01307	9108	Metabolism of cofactors and vitamins
3893	Cre06.g275050	K01307	9176	Drug resistance: Antineoplastic
3894	Cre06.g275050	K01307	9181	Protein families: metabolism
3898	Cre06.g275650	K03033	9123	"Folding	 sorting and degradation"
3899	Cre06.g275650	K03033	9172	Infectious diseases: Viral
3900	Cre06.g275650	K03033	9182	Protein families: genetic information processing
3977	Cre06.g277801	K10777	9124	Replication and repair
3978	Cre06.g277801	K10777	9182	Protein families: genetic information processing
3984	Cre06.g278097	K14298	9122	Translation
3985	Cre06.g278097	K14298	9172	Infectious diseases: Viral
3986	Cre06.g278097	K14298	9182	Protein families: genetic information processing
3987	Cre06.g278097	K14298	3036	Chromosome and associated proteins
3991	Cre06.g278136	K15687	9182	Protein families: genetic information processing
3992	Cre06.g278139	K07910	9182	Protein families: genetic information processing
3993	Cre06.g278139	K07910	9183	Protein families: signaling and cellular processes
4000	Cre06.g278163	K00818	9105	Amino acid metabolism
4001	Cre06.g278163	K00818	9181	Protein families: metabolism
4002	Cre06.g278172	K08515	9123	"Folding	 sorting and degradation"
4003	Cre06.g278172	K08515	9182	Protein families: genetic information processing
4004	Cre06.g278172	K08515	9183	Protein families: signaling and cellular processes
4006	Cre06.g278185	K00012	9101	Carbohydrate metabolism
4007	Cre06.g278185	K00012	53	Ascorbate and aldarate metabolism
4008	Cre06.g278185	K00012	520	Amino sugar and nucleotide sugar metabolism
4017	Cre06.g278197	K08596	9181	Protein families: metabolism
4018	Cre06.g278197	K08596	9182	Protein families: genetic information processing
4019	Cre06.g278198	K10765	9191	Unclassified: metabolism
4037	Cre06.g278224	K02878	9122	Translation
4038	Cre06.g278224	K02878	9182	Protein families: genetic information processing
4049	Cre06.g278256	K03038	9123	"Folding	 sorting and degradation"
4050	Cre06.g278256	K03038	9172	Infectious diseases: Viral
4051	Cre06.g278256	K03038	9182	Protein families: genetic information processing
4052	Cre06.g278269	K06672	9143	Cell growth and death
4053	Cre06.g278269	K06672	9182	Protein families: genetic information processing
4054	Cre06.g278350	K15227	9105	Amino acid metabolism
4059	Cre06.g279000	K02738	9123	"Folding	 sorting and degradation"
4060	Cre06.g279000	K02738	9181	Protein families: metabolism
4061	Cre06.g279000	K02738	9182	Protein families: genetic information processing
4063	Cre06.g279150	K01876	9122	Translation
4064	Cre06.g279150	K01876	9181	Protein families: metabolism
4065	Cre06.g279150	K01876	9182	Protein families: genetic information processing
4066	Cre06.g279150	K01876	3029	Mitochondrial biogenesis
4074	Cre06.g280050	K12618	9122	Translation
4075	Cre06.g280050	K12618	9123	"Folding	 sorting and degradation"
4076	Cre06.g280050	K12618	9182	Protein families: genetic information processing
4077	Cre06.g280050	K12618	3009	Ribosome biogenesis
4078	Cre06.g280050	K12618	3016	Transfer RNA biogenesis
4079	Cre06.g280050	K12618	3036	Chromosome and associated proteins
4080	Cre06.g280100	K08371	9183	Protein families: signaling and cellular processes
4081	Cre06.g280300	K10589	9123	"Folding	 sorting and degradation"
4082	Cre06.g280300	K10589	9182	Protein families: genetic information processing
4083	Cre06.g280550	K13107	9182	Protein families: genetic information processing
4085	Cre06.g280850	K02736	9123	"Folding	 sorting and degradation"
4086	Cre06.g280850	K02736	9181	Protein families: metabolism
4087	Cre06.g280850	K02736	9182	Protein families: genetic information processing
4088	Cre06.g280900	K08495	9123	"Folding	 sorting and degradation"
4089	Cre06.g280900	K08495	9182	Protein families: genetic information processing
4100	Cre06.g281050	K17917	9141	Transport and catabolism
4101	Cre06.g281050	K17917	9182	Protein families: genetic information processing
4102	Cre06.g281200	K16743	9182	Protein families: genetic information processing
4103	Cre06.g281350	K08675	9181	Protein families: metabolism
4104	Cre06.g281350	K08675	9182	Protein families: genetic information processing
4105	Cre06.g281750	K11270	9182	Protein families: genetic information processing
4120	Cre06.g283750	K12501	9108	Metabolism of cofactors and vitamins
4121	Cre06.g283750	K12501	9181	Protein families: metabolism
4146	Cre06.g284800	K05541	9182	Protein families: genetic information processing
4147	Cre06.g284850	K03155	9182	Protein families: genetic information processing
4169	Cre06.g287950	K10779	9182	Protein families: genetic information processing
4170	Cre06.g287950	K10779	3036	Chromosome and associated proteins
4171	Cre06.g287950	K10876	9182	Protein families: genetic information processing
4199	Cre06.g290100	K08498	9123	"Folding	 sorting and degradation"
4200	Cre06.g290100	K08498	9182	Protein families: genetic information processing
4207	Cre06.g290800	K14292	9122	Translation
4216	Cre06.g291600	K00894	9103	Lipid metabolism
4258	Cre06.g292800	K06689	9123	"Folding	 sorting and degradation"
4259	Cre06.g292800	K06689	4120	Ubiquitin mediated proteolysis
4260	Cre06.g292800	K06689	9132	Signal transduction
4261	Cre06.g292800	K06689	9151	Immune system
4262	Cre06.g292800	K06689	9182	Protein families: genetic information processing
4274	Cre06.g293582	K01869	9122	Translation
4275	Cre06.g293582	K01869	9181	Protein families: metabolism
4276	Cre06.g293582	K01869	9182	Protein families: genetic information processing
4277	Cre06.g293582	K01869	3029	Mitochondrial biogenesis
4286	Cre06.g294000	K01061	9111	Xenobiotics biodegradation and metabolism
4287	Cre06.g294000	K01061	361	Chlorocyclohexane and chlorobenzene degradation
4288	Cre06.g294000	K01061	623	Toluene degradation
4299	Cre06.g294850	K10573	9123	"Folding	 sorting and degradation"
4300	Cre06.g294850	K10573	9182	Protein families: genetic information processing
4301	Cre06.g294850	K10573	3400	DNA repair and recombination proteins
4311	Cre06.g295600	K05925	9182	Protein families: genetic information processing
4329	Cre06.g296550	K00485	9111	Xenobiotics biodegradation and metabolism
4333	Cre06.g296983	K10685	9123	"Folding	 sorting and degradation"
4334	Cre06.g296983	K10685	9182	Protein families: genetic information processing
4343	Cre06.g297750	K12827	9121	Transcription
4344	Cre06.g297750	K12827	9182	Protein families: genetic information processing
4347	Cre06.g297900	K13348	9141	Transport and catabolism
4348	Cre06.g297904	K10863	9182	Protein families: genetic information processing
4356	Cre06.g299050	K14457	9103	Lipid metabolism
4357	Cre06.g299050	K14457	9154	Digestive system
4365	Cre06.g299800	K01897	9103	Lipid metabolism
4366	Cre06.g299800	K01897	71	Fatty acid degradation
4367	Cre06.g299800	K01897	9141	Transport and catabolism
4368	Cre06.g299800	K01897	9143	Cell growth and death
4369	Cre06.g299800	K01897	9145	Cellular community - prokaryotes
4370	Cre06.g299800	K01897	9152	Endocrine system
4371	Cre06.g299800	K01897	3320	PPAR signaling pathway
4372	Cre06.g299800	K01897	9159	Environmental adaptation
4373	Cre06.g299800	K01897	9181	Protein families: metabolism
4374	Cre06.g299800	K01897	9183	Protein families: signaling and cellular processes
4376	Cre06.g300100	K03434	9107	Glycan biosynthesis and metabolism
4378	Cre06.g300750	K12874	9121	Transcription
4379	Cre06.g300750	K12874	9182	Protein families: genetic information processing
4389	Cre06.g302750	K13137	9122	Translation
4390	Cre06.g302750	K13137	9182	Protein families: genetic information processing
4391	Cre06.g302800	K08867	9181	Protein families: metabolism
4392	Cre06.g302800	K08867	1009	Protein phosphatases and associated proteins
4394	Cre06.g303500	K13101	9182	Protein families: genetic information processing
4401	Cre06.g304100	K17261	9182	Protein families: genetic information processing
4402	Cre06.g304100	K17261	9183	Protein families: signaling and cellular processes
4403	Cre06.g304300	K02725	9123	"Folding	 sorting and degradation"
4404	Cre06.g304300	K02725	9181	Protein families: metabolism
4405	Cre06.g304300	K02725	9182	Protein families: genetic information processing
4406	Cre06.g304300	K02725	9183	Protein families: signaling and cellular processes
4422	Cre06.g306350	K02639	9102	Energy metabolism
4423	Cre06.g306350	K02639	9181	Protein families: metabolism
4424	Cre06.g306400	K01762	9105	Amino acid metabolism
4425	Cre06.g306400	K01762	9181	Protein families: metabolism
4427	Cre06.g306601	K01657	9105	Amino acid metabolism
4428	Cre06.g306601	K01657	9110	Biosynthesis of other secondary metabolites
4429	Cre06.g306601	K01657	9145	Cellular community - prokaryotes
4430	Cre06.g306601	K01657	2025	Biofilm formation - Pseudomonas aeruginosa
4445	Cre06.g307350	K12486	9141	Transport and catabolism
4446	Cre06.g307350	K12486	9182	Protein families: genetic information processing
4452	Cre06.g308150	K09531	9182	Protein families: genetic information processing
4456	Cre06.g308350	K15498	9181	Protein families: metabolism
4457	Cre06.g308350	K15498	9182	Protein families: genetic information processing
4458	Cre06.g308400	K01110	9101	Carbohydrate metabolism
4459	Cre06.g308400	K01110	9132	Signal transduction
4460	Cre06.g308400	K01110	4070	Phosphatidylinositol signaling system
4461	Cre06.g308400	K01110	4071	Sphingolipid signaling pathway
4462	Cre06.g308400	K01110	4151	PI3K-Akt signaling pathway
4463	Cre06.g308400	K01110	4150	mTOR signaling pathway
4464	Cre06.g308400	K01110	9141	Transport and catabolism
4465	Cre06.g308400	K01110	9143	Cell growth and death
4466	Cre06.g308400	K01110	4218	Cellular senescence
4467	Cre06.g308400	K01110	9144	Cellular community - eukaryotes
4468	Cre06.g308400	K01110	9149	Aging
4469	Cre06.g308400	K01110	9161	Cancers: Overview
4470	Cre06.g308400	K01110	5230	Central carbon metabolism in cancer
4471	Cre06.g308400	K01110	5206	MicroRNAs in cancer
4472	Cre06.g308400	K01110	9162	Cancers: Specific types
4473	Cre06.g308400	K01110	5214	Glioma
4474	Cre06.g308400	K01110	5218	Melanoma
4475	Cre06.g308400	K01110	5215	Prostate cancer
4476	Cre06.g308400	K01110	5213	Endometrial cancer
4477	Cre06.g308400	K01110	5224	Breast cancer
4478	Cre06.g308400	K01110	5222	Small cell lung cancer
4479	Cre06.g308400	K01110	9167	Endocrine and metabolic diseases
4480	Cre06.g308400	K01110	9172	Infectious diseases: Viral
4481	Cre06.g308400	K01110	5161	Hepatitis B
4482	Cre06.g308400	K01110	5165	Human papillomavirus infection
4483	Cre06.g308400	K01110	9176	Drug resistance: Antineoplastic
4484	Cre06.g308400	K01110	9181	Protein families: metabolism
4488	Cre06.g308850	K03245	9122	Translation
4489	Cre06.g308850	K03245	9182	Protein families: genetic information processing
4490	Cre06.g308850	K03245	3012	Translation factors
4491	Cre06.g308900	K07277	9182	Protein families: genetic information processing
4492	Cre06.g308900	K07277	9183	Protein families: signaling and cellular processes
4495	Cre06.g309100	K04077	9123	"Folding	 sorting and degradation"
4496	Cre06.g309100	K04077	9149	Aging
4497	Cre06.g309100	K04077	9167	Endocrine and metabolic diseases
4498	Cre06.g309100	K04077	9171	Infectious diseases: Bacterial
4499	Cre06.g309100	K04077	5152	Tuberculosis
4500	Cre06.g309100	K04077	9182	Protein families: genetic information processing
4501	Cre06.g309100	K04077	3110	Chaperones and folding catalysts
4502	Cre06.g309100	K04077	3029	Mitochondrial biogenesis
4503	Cre06.g309100	K04077	9183	Protein families: signaling and cellular processes
4504	Cre06.g309150	K13220	9182	Protein families: genetic information processing
4507	Cre06.g310000	K12400	9141	Transport and catabolism
4508	Cre06.g310000	K12400	9182	Protein families: genetic information processing
4510	Cre06.g310450	K03124	9121	Transcription
4511	Cre06.g310450	K03124	9161	Cancers: Overview
4512	Cre06.g310450	K03124	9182	Protein families: genetic information processing
4515	Cre06.g310750	K17267	9182	Protein families: genetic information processing
4516	Cre06.g310750	K17267	9183	Protein families: signaling and cellular processes
4519	Cre06.g311400	K10848	9124	Replication and repair
4520	Cre06.g311400	K10848	3460	Fanconi anemia pathway
4521	Cre06.g311400	K10848	9182	Protein families: genetic information processing
4522	Cre06.g311400	K10848	3400	DNA repair and recombination proteins
4523	Cre06.g311600	K00861	9108	Metabolism of cofactors and vitamins
4547	Cre07.g313185	K03012	9121	Transcription
4548	Cre07.g313185	K03012	9164	Neurodegenerative diseases
4549	Cre07.g313185	K03012	9182	Protein families: genetic information processing
4550	Cre07.g313185	K03012	3400	DNA repair and recombination proteins
4566	Cre07.g314900	K13179	9182	Protein families: genetic information processing
4567	Cre07.g314900	K13179	3009	Ribosome biogenesis
4574	Cre07.g316050	K03686	9182	Protein families: genetic information processing
4575	Cre07.g316050	K03686	3029	Mitochondrial biogenesis
4591	Cre07.g318651	K11450	9159	Environmental adaptation
4592	Cre07.g318651	K11450	9182	Protein families: genetic information processing
4596	Cre07.g318800	K13993	9123	"Folding	 sorting and degradation"
4597	Cre07.g318800	K13993	9182	Protein families: genetic information processing
4598	Cre07.g318850	K13993	9123	"Folding	 sorting and degradation"
4599	Cre07.g318850	K13993	9182	Protein families: genetic information processing
4609	Cre07.g320300	K15141	9182	Protein families: genetic information processing
4645	Cre07.g322000	K04487	9108	Metabolism of cofactors and vitamins
4646	Cre07.g322000	K04487	9123	"Folding	 sorting and degradation"
4647	Cre07.g322000	K04487	9182	Protein families: genetic information processing
4648	Cre07.g322000	K04487	3029	Mitochondrial biogenesis
4649	Cre07.g322000	K04487	9183	Protein families: signaling and cellular processes
4654	Cre07.g322300	K11273	9182	Protein families: genetic information processing
4658	Cre07.g322950	K00858	9108	Metabolism of cofactors and vitamins
4666	Cre07.g324050	K03869	9123	"Folding	 sorting and degradation"
4667	Cre07.g324050	K03869	9132	Signal transduction
4668	Cre07.g324050	K03869	4341	Hedgehog signaling pathway - fly
4669	Cre07.g324050	K03869	9182	Protein families: genetic information processing
4670	Cre07.g324050	K03869	3400	DNA repair and recombination proteins
4671	Cre07.g324200	K13621	9103	Lipid metabolism
4676	Cre07.g324600	K11827	9141	Transport and catabolism
4677	Cre07.g324600	K11827	9155	Excretory system
4678	Cre07.g324600	K11827	9156	Nervous system
4679	Cre07.g324600	K11827	9164	Neurodegenerative diseases
4680	Cre07.g324600	K11827	9182	Protein families: genetic information processing
4697	Cre07.g325712	K02896	9122	Translation
4698	Cre07.g325712	K02896	9182	Protein families: genetic information processing
4699	Cre07.g325713	K13103	9182	Protein families: genetic information processing
4700	Cre07.g325716	K10747	9124	Replication and repair
4701	Cre07.g325716	K10747	3410	Base excision repair
4702	Cre07.g325716	K10747	3420	Nucleotide excision repair
4703	Cre07.g325716	K10747	3430	Mismatch repair
4704	Cre07.g325716	K10747	9182	Protein families: genetic information processing
4705	Cre07.g325716	K10747	3400	DNA repair and recombination proteins
4718	Cre07.g326450	K17917	9141	Transport and catabolism
4719	Cre07.g326450	K17917	9182	Protein families: genetic information processing
4723	Cre07.g326800	K04460	9132	Signal transduction
4724	Cre07.g326800	K04460	9181	Protein families: metabolism
4764	Cre07.g327800	K05681	9131	Membrane transport
4765	Cre07.g327800	K05681	9154	Digestive system
4766	Cre07.g327800	K05681	9176	Drug resistance: Antineoplastic
4767	Cre07.g327800	K05681	9183	Protein families: signaling and cellular processes
4768	Cre07.g327800	K05681	4147	Exosome
4769	Cre07.g327800	K05681	4090	CD molecules
4787	Cre07.g329700	K03062	9123	"Folding	 sorting and degradation"
4788	Cre07.g329700	K03062	9161	Cancers: Overview
4789	Cre07.g329700	K03062	9172	Infectious diseases: Viral
