Unnamed: 0	Geneid	KO	Pathway_ko	Definition
2757	Cre03.g210177	K02183	9164	Neurodegenerative diseases
2758	Cre03.g210177	K02183	9165	Substance dependence
2759	Cre03.g210177	K02183	5034	Alcoholism
2760	Cre03.g210177	K02183	9166	Cardiovascular diseases
2761	Cre03.g210177	K02183	9171	Infectious diseases: Bacterial
2762	Cre03.g210177	K02183	5152	Tuberculosis
2763	Cre03.g210177	K02183	9172	Infectious diseases: Viral
2764	Cre03.g210177	K02183	5163	Human cytomegalovirus infection
2765	Cre03.g210177	K02183	5167	Kaposi sarcoma-associated herpesvirus infection
2766	Cre03.g210177	K02183	9181	Protein families: metabolism
2767	Cre03.g210177	K02183	9182	Protein families: genetic information processing
2768	Cre03.g210177	K02183	3036	Chromosome and associated proteins
2769	Cre03.g210177	K02183	9183	Protein families: signaling and cellular processes
2812	Cre04.g212550	K06047	9183	Protein families: signaling and cellular processes
2831	Cre04.g214500	K00031	9101	Carbohydrate metabolism
2832	Cre04.g214500	K00031	9102	Energy metabolism
2833	Cre04.g214500	K00031	9106	Metabolism of other amino acids
2834	Cre04.g214500	K00031	9141	Transport and catabolism
2835	Cre04.g214501	K00962	9123	"Folding	 sorting and degradation"
2836	Cre04.g214501	K00962	9182	Protein families: genetic information processing
2837	Cre04.g214501	K00962	3016	Transfer RNA biogenesis
2863	Cre04.g216850	K07374	9141	Transport and catabolism
2864	Cre04.g216850	K07374	9143	Cell growth and death
2865	Cre04.g216850	K07374	9144	Cellular community - eukaryotes
2866	Cre04.g216850	K07374	4540	Gap junction
2867	Cre04.g216850	K07374	9171	Infectious diseases: Bacterial
2868	Cre04.g216850	K07374	9182	Protein families: genetic information processing
2869	Cre04.g216850	K07374	3036	Chromosome and associated proteins
2870	Cre04.g216850	K07374	9183	Protein families: signaling and cellular processes
2871	Cre04.g216850	K07374	4147	Exosome
2889	Cre04.g217945	K00507	9103	Lipid metabolism
2890	Cre04.g217945	K00507	9132	Signal transduction
2891	Cre04.g217945	K00507	9152	Endocrine system
2892	Cre04.g217945	K00507	9149	Aging
2893	Cre04.g217945	K00507	9181	Protein families: metabolism
2912	Cre04.g219700	K19398	9182	Protein families: genetic information processing
2948	Cre04.g223200	K08824	9181	Protein families: metabolism
2959	Cre04.g224150	K00864	9103	Lipid metabolism
2960	Cre04.g224150	K00864	9152	Endocrine system
2961	Cre04.g224150	K00864	9159	Environmental adaptation
2962	Cre04.g224150	K00864	9183	Protein families: signaling and cellular processes
2963	Cre04.g224700	K14638	9183	Protein families: signaling and cellular processes
2980	Cre04.g228208	K08850	9181	Protein families: metabolism
2981	Cre04.g228208	K08850	9182	Protein families: genetic information processing
2982	Cre04.g228300	K08850	9181	Protein families: metabolism
2983	Cre04.g228300	K08850	9182	Protein families: genetic information processing
3009	Cre05.g232002	K00232	9103	Lipid metabolism
3010	Cre05.g232002	K00232	592	alpha-Linolenic acid metabolism
3011	Cre05.g232002	K00232	1040	Biosynthesis of unsaturated fatty acids
3012	Cre05.g232002	K00232	9132	Signal transduction
3013	Cre05.g232002	K00232	9141	Transport and catabolism
3014	Cre05.g232002	K00232	9152	Endocrine system
3023	Cre05.g232550	K15634	9101	Carbohydrate metabolism
3024	Cre05.g232550	K15634	9102	Energy metabolism
3025	Cre05.g232550	K15634	9105	Amino acid metabolism
3038	Cre05.g233304	K01183	9101	Carbohydrate metabolism
3070	Cre05.g234655	K17550	9181	Protein families: metabolism
3075	Cre05.g234700	K00873	9101	Carbohydrate metabolism
3076	Cre05.g234700	K00873	620	Pyruvate metabolism
3077	Cre05.g234700	K00873	9104	Nucleotide metabolism
3078	Cre05.g234700	K00873	9152	Endocrine system
3079	Cre05.g234700	K00873	9161	Cancers: Overview
3080	Cre05.g234700	K00873	5203	Viral carcinogenesis
3081	Cre05.g234700	K00873	9167	Endocrine and metabolic diseases
3082	Cre05.g234700	K00873	9172	Infectious diseases: Viral
3083	Cre05.g234700	K00873	9182	Protein families: genetic information processing
3084	Cre05.g234700	K00873	9183	Protein families: signaling and cellular processes
3092	Cre05.g235750	K08737	9124	Replication and repair
3093	Cre05.g235750	K08737	9161	Cancers: Overview
3094	Cre05.g235750	K08737	9162	Cancers: Specific types
3095	Cre05.g235750	K08737	9176	Drug resistance: Antineoplastic
3096	Cre05.g235750	K08737	9182	Protein families: genetic information processing
3101	Cre05.g237100	K16535	9182	Protein families: genetic information processing
3151	Cre05.g240850	K03147	9108	Metabolism of cofactors and vitamins
3156	Cre05.g241450	K03110	9123	"Folding	 sorting and degradation"
3157	Cre05.g241450	K03110	9131	Membrane transport
3158	Cre05.g241450	K03110	9145	Cellular community - prokaryotes
3159	Cre05.g241450	K03110	9183	Protein families: signaling and cellular processes
3183	Cre05.g242000	K03404	9108	Metabolism of cofactors and vitamins
3191	Cre05.g243050	K03671	9151	Immune system
3192	Cre05.g243050	K03671	9166	Cardiovascular diseases
3193	Cre05.g243050	K03671	9182	Protein families: genetic information processing
3194	Cre05.g243451	K06287	9193	Unclassified: signaling and cellular processes
3198	Cre05.g244250	K10408	9164	Neurodegenerative diseases
3199	Cre05.g244250	K10408	9183	Protein families: signaling and cellular processes
3233	Cre05.g248300	K12347	9141	Transport and catabolism
3234	Cre05.g248300	K12347	9183	Protein families: signaling and cellular processes
3257	Cre06.g249950	K00889	9101	Carbohydrate metabolism
3258	Cre06.g249950	K00889	9132	Signal transduction
3259	Cre06.g249950	K00889	4070	Phosphatidylinositol signaling system
3260	Cre06.g249950	K00889	4072	Phospholipase D signaling pathway
3261	Cre06.g249950	K00889	9141	Transport and catabolism
3262	Cre06.g249950	K00889	4139	Mitophagy - yeast
3263	Cre06.g249950	K00889	9142	Cell motility
3264	Cre06.g249950	K00889	9151	Immune system
3265	Cre06.g249950	K00889	9161	Cancers: Overview
3266	Cre06.g249950	K00889	9182	Protein families: genetic information processing
3277	Cre06.g250300	K10414	9141	Transport and catabolism
3278	Cre06.g250300	K10414	9155	Excretory system
3279	Cre06.g250300	K10414	9171	Infectious diseases: Bacterial
3280	Cre06.g250300	K10414	9182	Protein families: genetic information processing
3281	Cre06.g250300	K10414	9183	Protein families: signaling and cellular processes
3295	Cre06.g251050	K07198	9132	Signal transduction
3296	Cre06.g251050	K07198	4068	FoxO signaling pathway
3297	Cre06.g251050	K07198	4151	PI3K-Akt signaling pathway
3298	Cre06.g251050	K07198	4152	AMPK signaling pathway
3299	Cre06.g251050	K07198	4150	mTOR signaling pathway
3300	Cre06.g251050	K07198	9141	Transport and catabolism
3301	Cre06.g251050	K07198	9144	Cellular community - eukaryotes
3302	Cre06.g251050	K07198	9152	Endocrine system
3303	Cre06.g251050	K07198	4922	Glucagon signaling pathway
3304	Cre06.g251050	K07198	4920	Adipocytokine signaling pathway
3305	Cre06.g251050	K07198	4921	Oxytocin signaling pathway
3306	Cre06.g251050	K07198	9149	Aging
3307	Cre06.g251050	K07198	4213	Longevity regulating pathway - multiple species
3308	Cre06.g251050	K07198	9159	Environmental adaptation
3309	Cre06.g251050	K07198	4714	Thermogenesis
3310	Cre06.g251050	K07198	9166	Cardiovascular diseases
3311	Cre06.g251050	K07198	5410	Hypertrophic cardiomyopathy (HCM)\n
3312	Cre06.g251050	K07198	9167	Endocrine and metabolic diseases
3313	Cre06.g251050	K07198	4931	Insulin resistance
3314	Cre06.g251050	K07198	9181	Protein families: metabolism
3315	Cre06.g251050	K07198	9182	Protein families: genetic information processing
3316	Cre06.g251050	K07198	3029	Mitochondrial biogenesis
3326	Cre06.g251500	K18787	9191	Unclassified: metabolism
3338	Cre06.g251900	K03217	9123	"Folding	 sorting and degradation"
3339	Cre06.g251900	K03217	9131	Membrane transport
3340	Cre06.g251900	K03217	9145	Cellular community - prokaryotes
3341	Cre06.g251900	K03217	9182	Protein families: genetic information processing
3342	Cre06.g251900	K03217	9183	Protein families: signaling and cellular processes
3345	Cre06.g252000	K19400	9182	Protein families: genetic information processing
3396	Cre06.g257250	K16747	9182	Protein families: genetic information processing
3423	Cre06.g257950	K14455	9102	Energy metabolism
3424	Cre06.g257950	K14455	9105	Amino acid metabolism
3425	Cre06.g257950	K14455	270	Cysteine and methionine metabolism
3426	Cre06.g257950	K14455	220	Arginine biosynthesis
3427	Cre06.g257950	K14455	330	Arginine and proline metabolism
3428	Cre06.g257950	K14455	350	Tyrosine metabolism
3429	Cre06.g257950	K14455	360	Phenylalanine metabolism
3430	Cre06.g257950	K14455	400	"Phenylalanine	 tyrosine and tryptophan biosynthesis"
3431	Cre06.g257950	K14455	9110	Biosynthesis of other secondary metabolites
3432	Cre06.g257950	K14455	960	"Tropane	 piperidine and pyridine alkaloid biosynthesis"
3433	Cre06.g257950	K14455	9154	Digestive system
3434	Cre06.g257950	K14455	9181	Protein families: metabolism
3438	Cre06.g258700	K01958	9101	Carbohydrate metabolism
3439	Cre06.g258700	K01958	620	Pyruvate metabolism
3440	Cre06.g258700	K01958	9102	Energy metabolism
3478	Cre06.g261150	K01012	9108	Metabolism of cofactors and vitamins
3486	Cre06.g261700	K14815	9182	Protein families: genetic information processing
3498	Cre06.g262400	K14676	9103	Lipid metabolism
3638	Cre06.g265950	K10408	9164	Neurodegenerative diseases
3639	Cre06.g265950	K10408	9183	Protein families: signaling and cellular processes
3663	Cre06.g267250	K04459	9132	Signal transduction
3664	Cre06.g267250	K04459	9181	Protein families: metabolism
3668	Cre06.g267550	K16748	9182	Protein families: genetic information processing
3744	Cre06.g271050	K01240	9104	Nucleotide metabolism
3745	Cre06.g271050	K01240	9108	Metabolism of cofactors and vitamins
3783	Cre06.g271400	K19269	9101	Carbohydrate metabolism
3784	Cre06.g271400	K19269	9181	Protein families: metabolism
3785	Cre06.g271800	K15382	9183	Protein families: signaling and cellular processes
3869	Cre06.g274700	K13719	9123	"Folding	 sorting and degradation"
3870	Cre06.g274700	K13719	9181	Protein families: metabolism
3891	Cre06.g275000	K15382	9183	Protein families: signaling and cellular processes
3962	Cre06.g277200	K00833	9108	Metabolism of cofactors and vitamins
3963	Cre06.g277200	K00833	9181	Protein families: metabolism
3994	Cre06.g278142	K14441	9182	Protein families: genetic information processing
4030	Cre06.g278213	K08910	9102	Energy metabolism
4031	Cre06.g278213	K08910	9181	Protein families: metabolism
4040	Cre06.g278231	K08850	9181	Protein families: metabolism
4041	Cre06.g278231	K08850	9182	Protein families: genetic information processing
4055	Cre06.g278451	K00898	9181	Protein families: metabolism
4056	Cre06.g278500	K15445	9182	Protein families: genetic information processing
4073	Cre06.g279900	K16755	9182	Protein families: genetic information processing
4090	Cre06.g280950	K00873	9101	Carbohydrate metabolism
4091	Cre06.g280950	K00873	620	Pyruvate metabolism
4092	Cre06.g280950	K00873	9104	Nucleotide metabolism
4093	Cre06.g280950	K00873	9152	Endocrine system
4094	Cre06.g280950	K00873	9161	Cancers: Overview
4095	Cre06.g280950	K00873	5203	Viral carcinogenesis
4096	Cre06.g280950	K00873	9167	Endocrine and metabolic diseases
4097	Cre06.g280950	K00873	9172	Infectious diseases: Viral
4098	Cre06.g280950	K00873	9182	Protein families: genetic information processing
4099	Cre06.g280950	K00873	9183	Protein families: signaling and cellular processes
4118	Cre06.g283550	K16466	9182	Protein families: genetic information processing
4119	Cre06.g283550	K16466	3036	Chromosome and associated proteins
4122	Cre06.g283950	K08912	9102	Energy metabolism
4123	Cre06.g283950	K08912	9181	Protein families: metabolism
4131	Cre06.g284250	K08912	9102	Energy metabolism
4132	Cre06.g284250	K08912	9181	Protein families: metabolism
4135	Cre06.g284450	K15731	9181	Protein families: metabolism
4136	Cre06.g284450	K15731	9182	Protein families: genetic information processing
4153	Cre06.g285250	K08912	9102	Energy metabolism
4154	Cre06.g285250	K08912	9181	Protein families: metabolism
4159	Cre06.g286250	K15111	9183	Protein families: signaling and cellular processes
4297	Cre06.g294750	K04040	9108	Metabolism of cofactors and vitamins
4298	Cre06.g294750	K04040	9181	Protein families: metabolism
4307	Cre06.g295400	K15109	9159	Environmental adaptation
4308	Cre06.g295400	K15109	9183	Protein families: signaling and cellular processes
4309	Cre06.g295450	K15893	9101	Carbohydrate metabolism
4310	Cre06.g295450	K15893	9105	Amino acid metabolism
4325	Cre06.g296250	K04567	9122	Translation
4326	Cre06.g296250	K04567	9181	Protein families: metabolism
4327	Cre06.g296250	K04567	9182	Protein families: genetic information processing
4345	Cre06.g297850	K10408	9164	Neurodegenerative diseases
4346	Cre06.g297850	K10408	9183	Protein families: signaling and cellular processes
4351	Cre06.g298550	K00485	9111	Xenobiotics biodegradation and metabolism
4361	Cre06.g299600	K14709	9183	Protein families: signaling and cellular processes
4377	Cre06.g300250	K16600	9183	Protein families: signaling and cellular processes
4386	Cre06.g302050	K00706	9101	Carbohydrate metabolism
4387	Cre06.g302050	K00706	9132	Signal transduction
4388	Cre06.g302050	K00706	9181	Protein families: metabolism
4393	Cre06.g303400	K18597	9183	Protein families: signaling and cellular processes
4400	Cre06.g304050	K15710	9182	Protein families: genetic information processing
4432	Cre06.g306800	K08851	9181	Protein families: metabolism
4433	Cre06.g306800	K08851	9182	Protein families: genetic information processing
4485	Cre06.g308500	K01956	9104	Nucleotide metabolism
4486	Cre06.g308500	K01956	9105	Amino acid metabolism
4542	Cre07.g312750	K07573	9123	"Folding	 sorting and degradation"
4543	Cre07.g312750	K07573	9182	Protein families: genetic information processing
4554	Cre07.g313700	K01885	9108	Metabolism of cofactors and vitamins
4555	Cre07.g313700	K01885	9122	Translation
4556	Cre07.g313700	K01885	9181	Protein families: metabolism
4557	Cre07.g313700	K01885	9182	Protein families: genetic information processing
4558	Cre07.g313700	K01885	9183	Protein families: signaling and cellular processes
4561	Cre07.g314351	K14819	9181	Protein families: metabolism
4562	Cre07.g314351	K14819	9182	Protein families: genetic information processing
4583	Cre07.g316992	K14802	9182	Protein families: genetic information processing
4584	Cre07.g317250	K01183	9101	Carbohydrate metabolism
4593	Cre07.g318702	K11806	9182	Protein families: genetic information processing
4594	Cre07.g318702	K11806	4121	Ubiquitin system
4613	Cre07.g320700	K12319	9104	Nucleotide metabolism
4614	Cre07.g320700	K12319	9132	Signal transduction
4615	Cre07.g320700	K12319	9144	Cellular community - eukaryotes
4616	Cre07.g320700	K12319	9151	Immune system
4617	Cre07.g320700	K12319	9152	Endocrine system
4618	Cre07.g320700	K12319	4924	Renin secretion
4619	Cre07.g320700	K12319	9153	Circulatory system
4620	Cre07.g320700	K12319	9154	Digestive system
4621	Cre07.g320700	K12319	9156	Nervous system
4622	Cre07.g320700	K12319	9159	Environmental adaptation
4623	Cre07.g320750	K12319	9104	Nucleotide metabolism
4624	Cre07.g320750	K12319	9132	Signal transduction
4625	Cre07.g320750	K12319	9144	Cellular community - eukaryotes
4626	Cre07.g320750	K12319	9151	Immune system
4627	Cre07.g320750	K12319	9152	Endocrine system
4628	Cre07.g320750	K12319	4924	Renin secretion
4629	Cre07.g320750	K12319	9153	Circulatory system
4630	Cre07.g320750	K12319	9154	Digestive system
4631	Cre07.g320750	K12319	9156	Nervous system
4632	Cre07.g320750	K12319	9159	Environmental adaptation
4633	Cre07.g321150	K12319	9104	Nucleotide metabolism
4634	Cre07.g321150	K12319	9132	Signal transduction
4635	Cre07.g321150	K12319	9144	Cellular community - eukaryotes
4636	Cre07.g321150	K12319	9151	Immune system
4637	Cre07.g321150	K12319	9152	Endocrine system
4638	Cre07.g321150	K12319	4924	Renin secretion
4639	Cre07.g321150	K12319	9153	Circulatory system
4640	Cre07.g321150	K12319	9154	Digestive system
4641	Cre07.g321150	K12319	9156	Nervous system
4642	Cre07.g321150	K12319	9159	Environmental adaptation
4659	Cre07.g323050	K06170	9132	Signal transduction
4660	Cre07.g323050	K06170	9164	Neurodegenerative diseases
4706	Cre07.g325724	K18078	9181	Protein families: metabolism
4708	Cre07.g325734	K00940	9104	Nucleotide metabolism
4709	Cre07.g325734	K00940	240	Pyrimidine metabolism
4710	Cre07.g325734	K00940	9111	Xenobiotics biodegradation and metabolism
4711	Cre07.g325734	K00940	9132	Signal transduction
4712	Cre07.g325734	K00940	9182	Protein families: genetic information processing
4713	Cre07.g325740	K14640	9183	Protein families: signaling and cellular processes
4725	Cre07.g326950	K15437	9182	Protein families: genetic information processing
4785	Cre07.g329150	K12818	9121	Transcription
4786	Cre07.g329150	K12818	9182	Protein families: genetic information processing
4800	Cre07.g330400	K04886	9183	Protein families: signaling and cellular processes
4848	Cre07.g334800	K02639	9102	Energy metabolism
4849	Cre07.g334800	K02639	9181	Protein families: metabolism
4852	Cre07.g335300	K09458	9103	Lipid metabolism
4853	Cre07.g335300	K09458	9108	Metabolism of cofactors and vitamins
4854	Cre07.g335300	K09458	9181	Protein families: metabolism
4855	Cre07.g335750	K16474	9182	Protein families: genetic information processing
4856	Cre07.g335950	K10523	9132	Signal transduction
4857	Cre07.g335950	K10523	4341	Hedgehog signaling pathway - fly
4858	Cre07.g335950	K10523	9182	Protein families: genetic information processing
4914	Cre07.g339100	K08857	9181	Protein families: metabolism
4915	Cre07.g339100	K08857	9182	Protein families: genetic information processing
4916	Cre07.g339100	K08857	3400	DNA repair and recombination proteins
4949	Cre07.g341800	K02326	9124	Replication and repair
4950	Cre07.g341800	K02326	3410	Base excision repair
4951	Cre07.g341800	K02326	3420	Nucleotide excision repair
4952	Cre07.g341800	K02326	9182	Protein families: genetic information processing
4953	Cre07.g341800	K02326	3036	Chromosome and associated proteins
4954	Cre07.g341800	K02326	3400	DNA repair and recombination proteins
4977	Cre07.g344100	K11438	9182	Protein families: genetic information processing
5013	Cre07.g348750	K07052	9194	Poorly characterized
5035	Cre07.g351750	K14823	9182	Protein families: genetic information processing
5038	Cre07.g352251	K14780	9182	Protein families: genetic information processing
5039	Cre07.g352350	K03798	9181	Protein families: metabolism
5040	Cre07.g352350	K03798	9182	Protein families: genetic information processing
5046	Cre07.g353300	K13354	9141	Transport and catabolism
5047	Cre07.g353300	K13354	9183	Protein families: signaling and cellular processes
5052	Cre07.g353450	K01895	9101	Carbohydrate metabolism
5053	Cre07.g353450	K01895	620	Pyruvate metabolism
5054	Cre07.g353450	K01895	630	Glyoxylate and dicarboxylate metabolism
5055	Cre07.g353450	K01895	640	Propanoate metabolism
5056	Cre07.g353450	K01895	9102	Energy metabolism
5057	Cre07.g353450	K01895	680	Methane metabolism
5058	Cre07.g353450	K01895	9181	Protein families: metabolism
5065	Cre07.g354200	K00134	9101	Carbohydrate metabolism
5066	Cre07.g354200	K00134	9102	Energy metabolism
5067	Cre07.g354200	K00134	9132	Signal transduction
5068	Cre07.g354200	K00134	9164	Neurodegenerative diseases
5069	Cre07.g354200	K00134	9182	Protein families: genetic information processing
5070	Cre07.g354200	K00134	9183	Protein families: signaling and cellular processes
5087	Cre07.g355650	K03320	9183	Protein families: signaling and cellular processes
5127	Cre08.g358580	K01955	9104	Nucleotide metabolism
5128	Cre08.g358580	K01955	9105	Amino acid metabolism
5131	Cre08.g359350	K01961	9101	Carbohydrate metabolism
5132	Cre08.g359350	K01961	640	Propanoate metabolism
5133	Cre08.g359350	K01961	9102	Energy metabolism
5134	Cre08.g359350	K01961	9103	Lipid metabolism
5152	Cre08.g363500	K10703	9103	Lipid metabolism
5153	Cre08.g363500	K10703	1040	Biosynthesis of unsaturated fatty acids
5154	Cre08.g363500	K10703	9181	Protein families: metabolism
5155	Cre08.g363700	K18647	9182	Protein families: genetic information processing
5156	Cre08.g363700	K18647	9183	Protein families: signaling and cellular processes
5205	Cre08.g367600	K01738	9102	Energy metabolism
5206	Cre08.g367600	K01738	9105	Amino acid metabolism
5221	Cre08.g369850	K05673	9131	Membrane transport
5222	Cre08.g369850	K05673	9132	Signal transduction
5223	Cre08.g369850	K05673	9154	Digestive system
5224	Cre08.g369850	K05673	9176	Drug resistance: Antineoplastic
5225	Cre08.g369850	K05673	9183	Protein families: signaling and cellular processes
5240	Cre08.g370550	K18204	9191	Unclassified: metabolism
5244	Cre08.g370650	K01057	9101	Carbohydrate metabolism
5299	Cre08.g373100	K09837	9109	Metabolism of terpenoids and polyketides
5300	Cre08.g373100	K09837	9181	Protein families: metabolism
5345	Cre08.g377350	K00942	9104	Nucleotide metabolism
5347	Cre08.g378100	K10745	9124	Replication and repair
5348	Cre08.g378100	K10745	9182	Protein families: genetic information processing
5373	Cre08.g380400	K02537	9143	Cell growth and death
5374	Cre08.g380400	K02537	4111	Cell cycle - yeast
5375	Cre08.g380400	K02537	4113	Meiosis - yeast
5376	Cre08.g380400	K02537	4114	Oocyte meiosis
5377	Cre08.g380400	K02537	9152	Endocrine system
5378	Cre08.g380400	K02537	9172	Infectious diseases: Viral
5379	Cre08.g380400	K02537	9182	Protein families: genetic information processing
5399	Cre08.g383400	K13912	9154	Digestive system
5634	Cre09.g387726	K14454	9102	Energy metabolism
5635	Cre09.g387726	K14454	9105	Amino acid metabolism
5636	Cre09.g387726	K14454	270	Cysteine and methionine metabolism
5637	Cre09.g387726	K14454	220	Arginine biosynthesis
5638	Cre09.g387726	K14454	330	Arginine and proline metabolism
5639	Cre09.g387726	K14454	350	Tyrosine metabolism
5640	Cre09.g387726	K14454	360	Phenylalanine metabolism
5641	Cre09.g387726	K14454	400	"Phenylalanine	 tyrosine and tryptophan biosynthesis"
5642	Cre09.g387726	K14454	9110	Biosynthesis of other secondary metabolites
5643	Cre09.g387726	K14454	960	"Tropane	 piperidine and pyridine alkaloid biosynthesis"
5644	Cre09.g387726	K14454	9181	Protein families: metabolism
5645	Cre09.g387726	K14454	9182	Protein families: genetic information processing
5646	Cre09.g387726	K14454	9183	Protein families: signaling and cellular processes
5651	Cre09.g387875	K01507	9102	Energy metabolism
5666	Cre09.g388615	K06965	9122	Translation
5757	Cre09.g392060	K07238	9183	Protein families: signaling and cellular processes
5758	Cre09.g392282	K10408	9164	Neurodegenerative diseases
5759	Cre09.g392282	K10408	9183	Protein families: signaling and cellular processes
5787	Cre09.g393728	K05302	9182	Protein families: genetic information processing
5819	Cre09.g396000	K02575	9102	Energy metabolism
5820	Cre09.g396000	K02575	9183	Protein families: signaling and cellular processes
5827	Cre09.g396250	K18678	9191	Unclassified: metabolism
5877	Cre09.g398104	K19306	9182	Protein families: genetic information processing
5878	Cre09.g398289	K00655	9103	Lipid metabolism
5879	Cre09.g398289	K00655	564	Glycerophospholipid metabolism
5880	Cre09.g398289	K00655	9181	Protein families: metabolism
5886	Cre09.g398882	K10417	9155	Excretory system
5887	Cre09.g398882	K10417	9182	Protein families: genetic information processing
5888	Cre09.g398882	K10417	9183	Protein families: signaling and cellular processes
5910	Cre09.g400330	K08850	9181	Protein families: metabolism
5911	Cre09.g400330	K08850	9182	Protein families: genetic information processing
5927	Cre09.g400550	K13427	9105	Amino acid metabolism
5928	Cre09.g400550	K13427	330	Arginine and proline metabolism
5929	Cre09.g400550	K13427	9159	Environmental adaptation
5930	Cre09.g400550	K13427	9182	Protein families: genetic information processing
5931	Cre09.g400550	K13427	3029	Mitochondrial biogenesis
6030	Cre09.g403108	K16601	9183	Protein families: signaling and cellular processes
6044	Cre09.g403800	K10408	9164	Neurodegenerative diseases
6045	Cre09.g403800	K10408	9183	Protein families: signaling and cellular processes
6050	Cre09.g404500	K16489	9182	Protein families: genetic information processing
6060	Cre09.g405150	K06173	9182	Protein families: genetic information processing
6077	Cre09.g406200	K01881	9122	Translation
6078	Cre09.g406200	K01881	9181	Protein families: metabolism
6079	Cre09.g406200	K01881	9182	Protein families: genetic information processing
6083	Cre09.g406550	K14530	9122	Translation
6084	Cre09.g406550	K14530	3008	Ribosome biogenesis in eukaryotes
6085	Cre09.g406550	K14530	9182	Protein families: genetic information processing
6086	Cre09.g406550	K14530	3016	Transfer RNA biogenesis
6087	Cre09.g406550	K14530	3029	Mitochondrial biogenesis
6088	Cre09.g406750	K00699	9101	Carbohydrate metabolism
6089	Cre09.g406750	K00699	53	Ascorbate and aldarate metabolism
6090	Cre09.g406750	K00699	9103	Lipid metabolism
6091	Cre09.g406750	K00699	9108	Metabolism of cofactors and vitamins
6092	Cre09.g406750	K00699	860	Porphyrin and chlorophyll metabolism
6093	Cre09.g406750	K00699	9111	Xenobiotics biodegradation and metabolism
6094	Cre09.g406750	K00699	982	Drug metabolism - cytochrome P450
6095	Cre09.g406750	K00699	983	Drug metabolism - other enzymes
6096	Cre09.g406750	K00699	9161	Cancers: Overview
6097	Cre09.g406750	K00699	9181	Protein families: metabolism
6136	Cre09.g410750	K00366	9102	Energy metabolism
6144	Cre09.g411500	K01239	9104	Nucleotide metabolism
6145	Cre09.g411500	K01239	9108	Metabolism of cofactors and vitamins
6157	Cre09.g413200	K08824	9181	Protein families: metabolism
6166	Cre09.g414650	K08824	9181	Protein families: metabolism
6175	Cre09.g416050	K01940	9105	Amino acid metabolism
6176	Cre09.g416050	K01940	220	Arginine biosynthesis
6177	Cre09.g416050	K01940	9166	Cardiovascular diseases
6178	Cre09.g416050	K01940	9183	Protein families: signaling and cellular processes
6189	Cre09.g417150	K03781	9101	Carbohydrate metabolism
6190	Cre09.g417150	K03781	9105	Amino acid metabolism
6191	Cre09.g417150	K03781	9132	Signal transduction
6192	Cre09.g417150	K03781	4011	MAPK signaling pathway - yeast
6193	Cre09.g417150	K03781	4068	FoxO signaling pathway
6194	Cre09.g417150	K03781	9141	Transport and catabolism
6195	Cre09.g417150	K03781	9149	Aging
6196	Cre09.g417150	K03781	4212	Longevity regulating pathway - worm
6197	Cre09.g417150	K03781	4213	Longevity regulating pathway - multiple species
6198	Cre09.g417150	K03781	9164	Neurodegenerative diseases
6240	Cre10.g422000	K00555	9182	Protein families: genetic information processing
6252	Cre10.g423250	K00026	9101	Carbohydrate metabolism
6253	Cre10.g423250	K00026	620	Pyruvate metabolism
6254	Cre10.g423250	K00026	630	Glyoxylate and dicarboxylate metabolism
6255	Cre10.g423250	K00026	9102	Energy metabolism
6256	Cre10.g423250	K00026	9105	Amino acid metabolism
6284	Cre10.g424500	K00852	9101	Carbohydrate metabolism
6302	Cre10.g425900	K08910	9102	Energy metabolism
6303	Cre10.g425900	K08910	9181	Protein families: metabolism
6339	Cre10.g427750	K10397	9183	Protein families: signaling and cellular processes
6340	Cre10.g428100	K00555	9182	Protein families: genetic information processing
6348	Cre10.g428550	K13941	9108	Metabolism of cofactors and vitamins
6359	Cre10.g428850	K10420	9183	Protein families: signaling and cellular processes
6376	Cre10.g431150	K16458	9182	Protein families: genetic information processing
6387	Cre10.g432150	K08824	9181	Protein families: metabolism
6390	Cre10.g432650	K12584	9123	"Folding	 sorting and degradation"
6391	Cre10.g432650	K12584	9182	Protein families: genetic information processing
6396	Cre10.g433100	K03979	9182	Protein families: genetic information processing
6399	Cre10.g433600	K00297	9102	Energy metabolism
6400	Cre10.g433600	K00297	9108	Metabolism of cofactors and vitamins
6401	Cre10.g433600	K00297	9176	Drug resistance: Antineoplastic
6407	Cre10.g434400	K19090	9183	Protein families: signaling and cellular processes
6441	Cre10.g437150	K17710	9182	Protein families: genetic information processing
6442	Cre10.g437150	K17710	3029	Mitochondrial biogenesis
6465	Cre10.g438700	K14556	9122	Translation
6466	Cre10.g438700	K14556	9182	Protein families: genetic information processing
6509	Cre10.g442850	K03168	9182	Protein families: genetic information processing
6510	Cre10.g442850	K03168	3400	DNA repair and recombination proteins
6513	Cre10.g443050	K00472	9105	Amino acid metabolism
6521	Cre10.g444400	K16458	9182	Protein families: genetic information processing
6522	Cre10.g444450	K16462	9182	Protein families: genetic information processing
6538	Cre10.g446400	K07767	9183	Protein families: signaling and cellular processes
6556	Cre10.g447500	K10392	9183	Protein families: signaling and cellular processes
6571	Cre10.g448950	K18764	9182	Protein families: genetic information processing
6576	Cre10.g450350	K19369	9182	Protein families: genetic information processing
6577	Cre10.g450350	K19369	3036	Chromosome and associated proteins
6585	Cre10.g450879	K14859	9182	Protein families: genetic information processing
