,Geneid,KO,Pathway_ko,Definition
1840,Cre03.g150950,K00721,09107,Glycan biosynthesis and metabolism\n
1841,Cre03.g150950,K00721,09181,Protein families: metabolism\n
1842,Cre03.g151400,K05643,09131,Membrane transport\n
1843,Cre03.g151400,K05643,09183,Protein families: signaling and cellular processes\n
1844,Cre03.g151750,K12625,09121,Transcription\n
1845,Cre03.g151750,K12625,09123,"Folding, sorting and degradation\n"
1846,Cre03.g151750,K12625,09182,Protein families: genetic information processing\n
1847,Cre03.g151750,K12625,03041,Spliceosome\n
1848,Cre03.g152000,K15631,09108,Metabolism of cofactors and vitamins\n
1849,Cre03.g152425,K18740,09182,Protein families: genetic information processing\n
1850,Cre03.g152850,K00504,09191,Unclassified: metabolism\n
1851,Cre03.g152850,K18200,09191,Unclassified: metabolism\n
1852,Cre03.g152950,K06173,09182,Protein families: genetic information processing\n
1853,Cre03.g153800,K05290,09107,Glycan biosynthesis and metabolism\n
1854,Cre03.g154150,K12489,09141,Transport and catabolism\n
1855,Cre03.g154150,K12489,09182,Protein families: genetic information processing\n
1856,Cre03.g154150,K12489,09183,Protein families: signaling and cellular processes\n
1857,Cre03.g154425,K16578,09182,Protein families: genetic information processing\n
1858,Cre03.g154425,K16578,09183,Protein families: signaling and cellular processes\n
1859,Cre03.g154550,K00286,09105,Amino acid metabolism\n
1860,Cre03.g154850,K18586,09191,Unclassified: metabolism\n
1861,Cre03.g154950,K07393,09191,Unclassified: metabolism\n
1862,Cre03.g155001,K01214,09101,Carbohydrate metabolism\n
1863,Cre03.g155051,K01634,09103,Lipid metabolism\n
1864,Cre03.g155051,K01634,09132,Signal transduction\n
1865,Cre03.g155200,K01850,09105,Amino acid metabolism\n
1866,Cre03.g155800,K15025,09192,Unclassified: genetic information processing\n
1867,Cre03.g156050,K02838,09182,Protein families: genetic information processing\n
1868,Cre03.g156100,K11984,09121,Transcription\n
1869,Cre03.g156100,K11984,09182,Protein families: genetic information processing\n
1870,Cre03.g156100,K11984,04121,Ubiquitin system\n
1871,Cre03.g156150,K14776,09182,Protein families: genetic information processing\n
1872,Cre03.g156750,K09497,09182,Protein families: genetic information processing\n
1873,Cre03.g156750,K09497,03036,Chromosome and associated proteins\n
1874,Cre03.g156750,K09497,09183,Protein families: signaling and cellular processes\n
1875,Cre03.g156900,K08912,09102,Energy metabolism\n
1876,Cre03.g156900,K08912,09181,Protein families: metabolism\n
1877,Cre03.g157300,K12581,09123,"Folding, sorting and degradation\n"
1878,Cre03.g157300,K12581,09182,Protein families: genetic information processing\n
1879,Cre03.g158000,K01845,09108,Metabolism of cofactors and vitamins\n
1880,Cre03.g158000,K01845,09181,Protein families: metabolism\n
1881,Cre03.g158150,K12842,09121,Transcription\n
1882,Cre03.g158150,K12842,09182,Protein families: genetic information processing\n
1883,Cre03.g158200,K11418,09161,Cancers: Overview\n
1884,Cre03.g158200,K11418,09165,Substance dependence\n
1885,Cre03.g158200,K11418,09182,Protein families: genetic information processing\n
1886,Cre03.g158550,K14437,09182,Protein families: genetic information processing\n
1887,Cre03.g158750,K12823,09121,Transcription\n
1888,Cre03.g158750,K12823,09161,Cancers: Overview\n
1889,Cre03.g158750,K12823,05205,Proteoglycans in cancer\n
1890,Cre03.g158750,K12823,09182,Protein families: genetic information processing\n
1891,Cre03.g158750,K12823,03009,Ribosome biogenesis\n
1892,Cre03.g158800,K01070,09102,Energy metabolism\n
1893,Cre03.g158900,K00627,09101,Carbohydrate metabolism\n
1894,Cre03.g158900,K00627,00020,Citrate cycle (TCA cycle)\n
1895,Cre03.g158900,K00627,00620,Pyruvate metabolism\n
1896,Cre03.g158950,K12833,09121,Transcription\n
1897,Cre03.g158950,K12833,09182,Protein families: genetic information processing\n
1898,Cre03.g159200,K10589,09123,"Folding, sorting and degradation\n"
1899,Cre03.g159200,K10589,09182,Protein families: genetic information processing\n
1900,Cre03.g159254,K03320,09183,Protein families: signaling and cellular processes\n
1901,Cre03.g159500,K01581,09105,Amino acid metabolism\n
1902,Cre03.g159500,K01581,09106,Metabolism of other amino acids\n
1903,Cre03.g159750,K12190,09141,Transport and catabolism\n
1904,Cre03.g159750,K12190,09182,Protein families: genetic information processing\n
1905,Cre03.g159750,K12190,09183,Protein families: signaling and cellular processes\n
1906,Cre03.g159900,K07179,09122,Translation\n
1907,Cre03.g159900,K07179,09181,Protein families: metabolism\n
1908,Cre03.g159900,K07179,09182,Protein families: genetic information processing\n
1909,Cre03.g159950,K14788,09182,Protein families: genetic information processing\n
1910,Cre03.g160100,K06889,09194,Poorly characterized\n
1911,Cre03.g160200,K00472,09105,Amino acid metabolism\n
1912,Cre03.g160450,K18643,09183,Protein families: signaling and cellular processes\n
1913,Cre03.g160500,K04567,09122,Translation\n
1914,Cre03.g160500,K04567,09181,Protein families: metabolism\n
1915,Cre03.g160500,K04567,09182,Protein families: genetic information processing\n
1916,Cre03.g161000,K01488,09104,Nucleotide metabolism\n
1917,Cre03.g161000,K01488,09163,Immune diseases\n
1918,Cre03.g161050,K10732,09182,Protein families: genetic information processing\n
1919,Cre03.g161400,K01696,09105,Amino acid metabolism\n
1920,Cre03.g161400,K01696,00400,"Phenylalanine, tyrosine and tryptophan biosynthesis\n"
1921,Cre03.g161800,K14572,09122,Translation\n
1922,Cre03.g161800,K14572,09182,Protein families: genetic information processing\n
1923,Cre03.g162050,K11407,09161,Cancers: Overview\n
1924,Cre03.g162050,K11407,09165,Substance dependence\n
1925,Cre03.g162050,K11407,09181,Protein families: metabolism\n
1926,Cre03.g162050,K11407,09182,Protein families: genetic information processing\n
1927,Cre03.g162050,K11407,04131,Membrane trafficking\n
1928,Cre03.g162050,K11407,03036,Chromosome and associated proteins\n
1929,Cre03.g162100,K00573,09191,Unclassified: metabolism\n
1930,Cre03.g162250,K02830,09143,Cell growth and death\n
1931,Cre03.g162250,K02830,04113,Meiosis - yeast\n
1932,Cre03.g162250,K02830,04218,Cellular senescence\n
1933,Cre03.g162250,K02830,09182,Protein families: genetic information processing\n
1934,Cre03.g162550,K01244,09105,Amino acid metabolism\n
1935,Cre03.g162601,K00995,09103,Lipid metabolism\n
1936,Cre03.g162701,K11647,09159,Environmental adaptation\n
1937,Cre03.g162701,K11647,09162,Cancers: Specific types\n
1938,Cre03.g162701,K11647,09182,Protein families: genetic information processing\n
1939,Cre03.g162701,K11647,03036,Chromosome and associated proteins\n
1940,Cre03.g162750,K13207,09182,Protein families: genetic information processing\n
1941,Cre03.g163000,K16483,09182,Protein families: genetic information processing\n
1942,Cre03.g163050,K09955,09194,Poorly characterized\n
1943,Cre03.g163150,K09955,09194,Poorly characterized\n
1944,Cre03.g163200,K15683,09182,Protein families: genetic information processing\n
1945,Cre03.g163850,K10638,09182,Protein families: genetic information processing\n
1946,Cre03.g163850,K10638,03036,Chromosome and associated proteins\n
1947,Cre03.g163950,K00456,09105,Amino acid metabolism\n
1948,Cre03.g163950,K00456,09106,Metabolism of other amino acids\n
1949,Cre03.g164050,K10400,09183,Protein families: signaling and cellular processes\n
1950,Cre03.g164101,K12626,09121,Transcription\n
1951,Cre03.g164101,K12626,09123,"Folding, sorting and degradation\n"
1952,Cre03.g164101,K12626,09182,Protein families: genetic information processing\n
1953,Cre03.g164101,K12626,03041,Spliceosome\n
1954,Cre03.g164350,K06130,09103,Lipid metabolism\n
1955,Cre03.g164600,K01535,09102,Energy metabolism\n
1956,Cre03.g164650,K05302,09182,Protein families: genetic information processing\n
1957,Cre03.g164800,K08835,09181,Protein families: metabolism\n
1958,Cre03.g164900,K08835,09181,Protein families: metabolism\n
1959,Cre03.g165000,K03596,09171,Infectious diseases: Bacterial\n
1960,Cre03.g165050,K01535,09102,Energy metabolism\n
1961,Cre03.g165100,K02696,09102,Energy metabolism\n
1962,Cre03.g165100,K02696,09181,Protein families: metabolism\n
1963,Cre03.g165215,K08337,09141,Transport and catabolism\n
1964,Cre03.g165215,K08337,04138,Autophagy - yeast\n
1965,Cre03.g165215,K08337,04136,Autophagy - other\n
1966,Cre03.g165215,K08337,09143,Cell growth and death\n
1967,Cre03.g165215,K08337,09182,Protein families: genetic information processing\n
1968,Cre03.g165215,K08337,04121,Ubiquitin system\n
1969,Cre03.g165215,K08337,03029,Mitochondrial biogenesis\n
1970,Cre03.g165700,K01568,09101,Carbohydrate metabolism\n
1971,Cre03.g165750,K03018,09121,Transcription\n
1972,Cre03.g165750,K03018,09151,Immune system\n
1973,Cre03.g165750,K03018,09182,Protein families: genetic information processing\n
1974,Cre03.g166050,K17285,09183,Protein families: signaling and cellular processes\n
1975,Cre03.g166950,K01834,09101,Carbohydrate metabolism\n
1976,Cre03.g166950,K01834,09102,Energy metabolism\n
1977,Cre03.g166950,K01834,09105,Amino acid metabolism\n
1978,Cre03.g166950,K01834,09152,Endocrine system\n
1979,Cre03.g166950,K01834,09161,Cancers: Overview\n
1980,Cre03.g166950,K01834,09182,Protein families: genetic information processing\n
1981,Cre03.g166950,K01834,09183,Protein families: signaling and cellular processes\n
1982,Cre03.g167000,K10577,09122,Translation\n
1983,Cre03.g167000,K10577,09123,"Folding, sorting and degradation\n"
1984,Cre03.g167000,K10577,09132,Signal transduction\n
1985,Cre03.g167000,K10577,09161,Cancers: Overview\n
1986,Cre03.g167000,K10577,09182,Protein families: genetic information processing\n
1987,Cre03.g167000,K10577,04121,Ubiquitin system\n
1988,Cre03.g167051,K08681,09108,Metabolism of cofactors and vitamins\n
1989,Cre03.g167550,K16533,09182,Protein families: genetic information processing\n
1990,Cre03.g167924,K10703,09103,Lipid metabolism\n
1991,Cre03.g167924,K10703,01040,Biosynthesis of unsaturated fatty acids\n
1992,Cre03.g167924,K10703,09181,Protein families: metabolism\n
1993,Cre03.g168350,K06947,09182,Protein families: genetic information processing\n
1994,Cre03.g168450,K09500,09182,Protein families: genetic information processing\n
1995,Cre03.g168450,K09500,03036,Chromosome and associated proteins\n
1996,Cre03.g168550,K15015,09156,Nervous system\n
1997,Cre03.g168550,K15015,04723,Retrograde endocannabinoid signaling\n
1998,Cre03.g168550,K15015,04721,Synaptic vesicle cycle\n
1999,Cre03.g168550,K15015,09165,Substance dependence\n
2000,Cre03.g168550,K15015,05033,Nicotine addiction\n
2001,Cre03.g168550,K15015,09183,Protein families: signaling and cellular processes\n
2002,Cre03.g168600,K16075,09183,Protein families: signaling and cellular processes\n
2003,Cre03.g168700,K19269,09101,Carbohydrate metabolism\n
2004,Cre03.g168700,K19269,09181,Protein families: metabolism\n
2005,Cre03.g168800,K10395,09183,Protein families: signaling and cellular processes\n
2006,Cre03.g168850,K17434,09182,Protein families: genetic information processing\n
2007,Cre03.g169150,K13161,09182,Protein families: genetic information processing\n
2008,Cre03.g169300,K05681,09131,Membrane transport\n
2009,Cre03.g169300,K05681,09154,Digestive system\n
2010,Cre03.g169300,K05681,09176,Drug resistance: Antineoplastic\n
2011,Cre03.g169300,K05681,09183,Protein families: signaling and cellular processes\n
2012,Cre03.g169300,K05681,04147,Exosome\n
2013,Cre03.g169300,K05681,04090,CD molecules\n
2014,Cre03.g169400,K08678,09101,Carbohydrate metabolism\n
2015,Cre03.g169500,K08824,09181,Protein families: metabolism\n
2016,Cre03.g169850,K01883,09122,Translation\n
2017,Cre03.g169850,K01883,09181,Protein families: metabolism\n
2018,Cre03.g169850,K01883,09182,Protein families: genetic information processing\n
2019,Cre03.g169950,K11446,09181,Protein families: metabolism\n
2020,Cre03.g169950,K11446,09182,Protein families: genetic information processing\n
2021,Cre03.g170750,K14560,09122,Translation\n
2022,Cre03.g170750,K14560,09182,Protein families: genetic information processing\n
2023,Cre03.g171300,K11517,09101,Carbohydrate metabolism\n
2024,Cre03.g171300,K11517,09141,Transport and catabolism\n
2025,Cre03.g171350,K10956,09123,"Folding, sorting and degradation\n"
2026,Cre03.g171350,K10956,04141,Protein processing in endoplasmic reticulum\n
2027,Cre03.g171350,K10956,09141,Transport and catabolism\n
2028,Cre03.g171350,K10956,09171,Infectious diseases: Bacterial\n
2029,Cre03.g171350,K10956,09183,Protein families: signaling and cellular processes\n
2030,Cre03.g171461,K02495,09108,Metabolism of cofactors and vitamins\n
2031,Cre03.g171600,K03787,09104,Nucleotide metabolism\n
2032,Cre03.g171600,K03787,00240,Pyrimidine metabolism\n
2033,Cre03.g171600,K03787,09108,Metabolism of cofactors and vitamins\n
2034,Cre03.g171751,K16302,09183,Protein families: signaling and cellular processes\n
2035,Cre03.g171950,K01595,09101,Carbohydrate metabolism\n
2036,Cre03.g171950,K01595,09102,Energy metabolism\n
2037,Cre03.g171950,K01595,00720,Carbon fixation pathways in prokaryotes\n
2038,Cre03.g171950,K01595,00680,Methane metabolism\n
2039,Cre03.g172000,K00059,09103,Lipid metabolism\n
2040,Cre03.g172000,K00059,09108,Metabolism of cofactors and vitamins\n
2041,Cre03.g172000,K00059,09110,Biosynthesis of other secondary metabolites\n
2042,Cre03.g172000,K00059,09181,Protein families: metabolism\n
2043,Cre03.g172050,K03143,09121,Transcription\n
2044,Cre03.g172050,K03143,09124,Replication and repair\n
2045,Cre03.g172050,K03143,09161,Cancers: Overview\n
2046,Cre03.g172050,K03143,09182,Protein families: genetic information processing\n
2047,Cre03.g172050,K03143,03400,DNA repair and recombination proteins\n
2048,Cre03.g172100,K01462,09191,Unclassified: metabolism\n
2049,Cre03.g172150,K18442,09141,Transport and catabolism\n
2050,Cre03.g172150,K18442,09182,Protein families: genetic information processing\n
2051,Cre03.g172300,K15102,09183,Protein families: signaling and cellular processes\n
2052,Cre03.g172300,K15102,04147,Exosome\n
2053,Cre03.g172500,K17893,09191,Unclassified: metabolism\n
2054,Cre03.g172550,K11434,09132,Signal transduction\n
2055,Cre03.g172550,K11434,09152,Endocrine system\n
2056,Cre03.g172550,K11434,09182,Protein families: genetic information processing\n
2057,Cre03.g172650,K10391,09182,Protein families: genetic information processing\n
2058,Cre03.g172650,K10391,09183,Protein families: signaling and cellular processes\n
2059,Cre03.g172800,K18753,09143,Cell growth and death\n
2060,Cre03.g172800,K18753,09182,Protein families: genetic information processing\n
2061,Cre03.g172850,K01738,09102,Energy metabolism\n
2062,Cre03.g172850,K01738,09105,Amino acid metabolism\n
2063,Cre03.g172950,K11131,09122,Translation\n
2064,Cre03.g172950,K11131,09182,Protein families: genetic information processing\n
2065,Cre03.g172950,K11131,03032,DNA replication proteins\n
2066,Cre03.g173200,K17783,09182,Protein families: genetic information processing\n
2067,Cre03.g173700,K10396,09141,Transport and catabolism\n
2068,Cre03.g173700,K10396,09156,Nervous system\n
2069,Cre03.g173700,K10396,09182,Protein families: genetic information processing\n
2070,Cre03.g173700,K10396,09183,Protein families: signaling and cellular processes\n
2071,Cre03.g173700,K10396,04147,Exosome\n
2072,Cre03.g173800,K00868,09108,Metabolism of cofactors and vitamins\n
2073,Cre03.g174400,K00456,09105,Amino acid metabolism\n
2074,Cre03.g174400,K00456,09106,Metabolism of other amino acids\n
2075,Cre03.g174476,K15161,09182,Protein families: genetic information processing\n
2076,Cre03.g174700,K01158,09141,Transport and catabolism\n
2077,Cre03.g174750,K03768,09182,Protein families: genetic information processing\n
2078,Cre03.g175000,K12589,09123,"Folding, sorting and degradation\n"
2079,Cre03.g175000,K12589,09182,Protein families: genetic information processing\n
2080,Cre03.g175250,K00801,09103,Lipid metabolism\n
2081,Cre03.g175250,K00801,09109,Metabolism of terpenoids and polyketides\n
2082,Cre03.g175250,K00801,09181,Protein families: metabolism\n
2083,Cre03.g175400,K01810,09101,Carbohydrate metabolism\n
2084,Cre03.g175400,K01810,00030,Pentose phosphate pathway\n
2085,Cre03.g175400,K01810,00500,Starch and sucrose metabolism\n
2086,Cre03.g175400,K01810,00520,Amino sugar and nucleotide sugar metabolism\n
2087,Cre03.g175400,K01810,09183,Protein families: signaling and cellular processes\n
2088,Cre03.g175500,K05770,09133,Signaling molecules and interaction\n
2089,Cre03.g175500,K05770,09143,Cell growth and death\n
2090,Cre03.g175500,K05770,09154,Digestive system\n
2091,Cre03.g175500,K05770,09172,Infectious diseases: Viral\n
2092,Cre03.g175500,K05770,09183,Protein families: signaling and cellular processes\n
2093,Cre03.g175850,K10771,09124,Replication and repair\n
2094,Cre03.g175850,K10771,09182,Protein families: genetic information processing\n
2095,Cre03.g176100,K18732,09182,Protein families: genetic information processing\n
2096,Cre03.g176250,K02146,09102,Energy metabolism\n
2097,Cre03.g176250,K02146,09141,Transport and catabolism\n
2098,Cre03.g176250,K02146,04142,Lysosome\n
2099,Cre03.g176250,K02146,09155,Excretory system\n
2100,Cre03.g176250,K02146,09156,Nervous system\n
2101,Cre03.g176250,K02146,09161,Cancers: Overview\n
2102,Cre03.g176250,K02146,09163,Immune diseases\n
2103,Cre03.g176250,K02146,09171,Infectious diseases: Bacterial\n
2104,Cre03.g176250,K02146,05120,Epithelial cell signaling in Helicobacter pylori infection\n
2105,Cre03.g176250,K02146,05152,Tuberculosis\n
2106,Cre03.g176250,K02146,09172,Infectious diseases: Viral\n
2107,Cre03.g176550,K02516,09122,Translation\n
2108,Cre03.g176550,K02516,09132,Signal transduction\n
2109,Cre03.g176550,K02516,09143,Cell growth and death\n
2110,Cre03.g176550,K02516,09182,Protein families: genetic information processing\n
2111,Cre03.g176550,K02516,03036,Chromosome and associated proteins\n
2112,Cre03.g176700,K17408,09182,Protein families: genetic information processing\n
2113,Cre03.g176700,K17408,03029,Mitochondrial biogenesis\n
2114,Cre03.g177053,K17263,09182,Protein families: genetic information processing\n
2115,Cre03.g177053,K17263,09183,Protein families: signaling and cellular processes\n
2116,Cre03.g177150,K17263,09182,Protein families: genetic information processing\n
2117,Cre03.g177150,K17263,09183,Protein families: signaling and cellular processes\n
2118,Cre03.g177200,K13207,09182,Protein families: genetic information processing\n
2119,Cre03.g177500,K17279,09183,Protein families: signaling and cellular processes\n
2120,Cre03.g177900,K17776,09182,Protein families: genetic information processing\n
2121,Cre03.g178150,K02183,09132,Signal transduction\n
2122,Cre03.g178150,K02183,04015,Rap1 signaling pathway\n
2123,Cre03.g178150,K02183,04016,MAPK signaling pathway - plant\n
2124,Cre03.g178150,K02183,04371,Apelin signaling pathway\n
2125,Cre03.g178150,K02183,04020,Calcium signaling pathway\n
2126,Cre03.g178150,K02183,04070,Phosphatidylinositol signaling system\n
2127,Cre03.g178150,K02183,04024,cAMP signaling pathway\n
2128,Cre03.g178150,K02183,04022,cGMP-PKG signaling pathway\n
2129,Cre03.g178150,K02183,09143,Cell growth and death\n
2130,Cre03.g178150,K02183,04218,Cellular senescence\n
2131,Cre03.g178150,K02183,09151,Immune system\n
2132,Cre03.g178150,K02183,09152,Endocrine system\n
2133,Cre03.g178150,K02183,04922,Glucagon signaling pathway\n
2134,Cre03.g178150,K02183,04912,GnRH signaling pathway\n
2135,Cre03.g178150,K02183,04915,Estrogen signaling pathway\n
2136,Cre03.g178150,K02183,04921,Oxytocin signaling pathway\n
2137,Cre03.g178150,K02183,04916,Melanogenesis\n
2138,Cre03.g178150,K02183,04924,Renin secretion\n
2139,Cre03.g178150,K02183,04925,Aldosterone synthesis and secretion\n
2140,Cre03.g178150,K02183,09153,Circulatory system\n
2141,Cre03.g178150,K02183,04270,Vascular smooth muscle contraction\n
2142,Cre03.g178150,K02183,09154,Digestive system\n
2143,Cre03.g178150,K02183,04971,Gastric acid secretion\n
2144,Cre03.g178150,K02183,09156,Nervous system\n
2145,Cre03.g178150,K02183,04720,Long-term potentiation\n
2146,Cre03.g178150,K02183,04722,Neurotrophin signaling pathway\n
2147,Cre03.g178150,K02183,09157,Sensory system\n
2148,Cre03.g178150,K02183,04745,Phototransduction - fly\n
2149,Cre03.g178150,K02183,04740,Olfactory transduction\n
2150,Cre03.g178150,K02183,04750,Inflammatory mediator regulation of TRP channels\n
2151,Cre03.g178150,K02183,09159,Environmental adaptation\n
2152,Cre03.g178150,K02183,04626,Plant-pathogen interaction\n
2153,Cre03.g178150,K02183,09161,Cancers: Overview\n
2154,Cre03.g178150,K02183,09162,Cancers: Specific types\n
2155,Cre03.g178150,K02183,09164,Neurodegenerative diseases\n
2156,Cre03.g178150,K02183,09165,Substance dependence\n
2157,Cre03.g178150,K02183,05034,Alcoholism\n
2158,Cre03.g178150,K02183,09166,Cardiovascular diseases\n
2159,Cre03.g178150,K02183,09171,Infectious diseases: Bacterial\n
2160,Cre03.g178150,K02183,05152,Tuberculosis\n
2161,Cre03.g178150,K02183,09172,Infectious diseases: Viral\n
2162,Cre03.g178150,K02183,05163,Human cytomegalovirus infection\n
2163,Cre03.g178150,K02183,05167,Kaposi sarcoma-associated herpesvirus infection\n
2164,Cre03.g178150,K02183,09181,Protein families: metabolism\n
2165,Cre03.g178150,K02183,09182,Protein families: genetic information processing\n
2166,Cre03.g178150,K02183,03036,Chromosome and associated proteins\n
2167,Cre03.g178150,K02183,09183,Protein families: signaling and cellular processes\n
2168,Cre03.g178300,K12850,09121,Transcription\n
2169,Cre03.g178300,K12850,09182,Protein families: genetic information processing\n
2170,Cre03.g178350,K02183,09132,Signal transduction\n
2171,Cre03.g178350,K02183,04015,Rap1 signaling pathway\n
2172,Cre03.g178350,K02183,04016,MAPK signaling pathway - plant\n
2173,Cre03.g178350,K02183,04371,Apelin signaling pathway\n
2174,Cre03.g178350,K02183,04020,Calcium signaling pathway\n
2175,Cre03.g178350,K02183,04070,Phosphatidylinositol signaling system\n
2176,Cre03.g178350,K02183,04024,cAMP signaling pathway\n
2177,Cre03.g178350,K02183,04022,cGMP-PKG signaling pathway\n
2178,Cre03.g178350,K02183,09143,Cell growth and death\n
2179,Cre03.g178350,K02183,04218,Cellular senescence\n
2180,Cre03.g178350,K02183,09151,Immune system\n
2181,Cre03.g178350,K02183,09152,Endocrine system\n
2182,Cre03.g178350,K02183,04922,Glucagon signaling pathway\n
2183,Cre03.g178350,K02183,04912,GnRH signaling pathway\n
2184,Cre03.g178350,K02183,04915,Estrogen signaling pathway\n
2185,Cre03.g178350,K02183,04921,Oxytocin signaling pathway\n
2186,Cre03.g178350,K02183,04916,Melanogenesis\n
2187,Cre03.g178350,K02183,04924,Renin secretion\n
2188,Cre03.g178350,K02183,04925,Aldosterone synthesis and secretion\n
2189,Cre03.g178350,K02183,09153,Circulatory system\n
2190,Cre03.g178350,K02183,04270,Vascular smooth muscle contraction\n
2191,Cre03.g178350,K02183,09154,Digestive system\n
2192,Cre03.g178350,K02183,04971,Gastric acid secretion\n
2193,Cre03.g178350,K02183,09156,Nervous system\n
2194,Cre03.g178350,K02183,04720,Long-term potentiation\n
2195,Cre03.g178350,K02183,04722,Neurotrophin signaling pathway\n
2196,Cre03.g178350,K02183,09157,Sensory system\n
2197,Cre03.g178350,K02183,04745,Phototransduction - fly\n
2198,Cre03.g178350,K02183,04740,Olfactory transduction\n
2199,Cre03.g178350,K02183,04750,Inflammatory mediator regulation of TRP channels\n
2200,Cre03.g178350,K02183,09159,Environmental adaptation\n
2201,Cre03.g178350,K02183,04626,Plant-pathogen interaction\n
2202,Cre03.g178350,K02183,09161,Cancers: Overview\n
2203,Cre03.g178350,K02183,09162,Cancers: Specific types\n
2204,Cre03.g178350,K02183,09164,Neurodegenerative diseases\n
2205,Cre03.g178350,K02183,09165,Substance dependence\n
2206,Cre03.g178350,K02183,05034,Alcoholism\n
2207,Cre03.g178350,K02183,09166,Cardiovascular diseases\n
2208,Cre03.g178350,K02183,09171,Infectious diseases: Bacterial\n
2209,Cre03.g178350,K02183,05152,Tuberculosis\n
2210,Cre03.g178350,K02183,09172,Infectious diseases: Viral\n
2211,Cre03.g178350,K02183,05163,Human cytomegalovirus infection\n
2212,Cre03.g178350,K02183,05167,Kaposi sarcoma-associated herpesvirus infection\n
2213,Cre03.g178350,K02183,09181,Protein families: metabolism\n
2214,Cre03.g178350,K02183,09182,Protein families: genetic information processing\n
2215,Cre03.g178350,K02183,03036,Chromosome and associated proteins\n
2216,Cre03.g178350,K02183,09183,Protein families: signaling and cellular processes\n
2217,Cre03.g178450,K04078,09182,Protein families: genetic information processing\n
2218,Cre03.g178450,K04078,03029,Mitochondrial biogenesis\n
2219,Cre03.g178550,K10260,09123,"Folding, sorting and degradation\n"
2220,Cre03.g178550,K10260,09182,Protein families: genetic information processing\n
2221,Cre03.g178550,K10260,04121,Ubiquitin system\n
2222,Cre03.g178600,K03163,09182,Protein families: genetic information processing\n
2223,Cre03.g178650,K02542,09124,Replication and repair\n
2224,Cre03.g178650,K02542,09143,Cell growth and death\n
2225,Cre03.g178650,K02542,04111,Cell cycle - yeast\n
2226,Cre03.g178650,K02542,04113,Meiosis - yeast\n
2227,Cre03.g178650,K02542,09182,Protein families: genetic information processing\n
2228,Cre03.g178950,K10901,09124,Replication and repair\n
2229,Cre03.g178950,K10901,03460,Fanconi anemia pathway\n
2230,Cre03.g178950,K10901,09182,Protein families: genetic information processing\n
2231,Cre03.g178950,K10901,03400,DNA repair and recombination proteins\n
2232,Cre03.g179300,K11367,09182,Protein families: genetic information processing\n
2233,Cre03.g179300,K11367,03036,Chromosome and associated proteins\n
2234,Cre03.g179450,K09624,09181,Protein families: metabolism\n
2235,Cre03.g179500,K00472,09105,Amino acid metabolism\n
2236,Cre03.g179550,K03142,09121,Transcription\n
2237,Cre03.g179550,K03142,09124,Replication and repair\n
2238,Cre03.g179550,K03142,09161,Cancers: Overview\n
2239,Cre03.g179550,K03142,09182,Protein families: genetic information processing\n
2240,Cre03.g179550,K03142,03400,DNA repair and recombination proteins\n
2241,Cre03.g179860,K15335,09182,Protein families: genetic information processing\n
2242,Cre03.g179961,K02324,09124,Replication and repair\n
2243,Cre03.g179961,K02324,03410,Base excision repair\n
2244,Cre03.g179961,K02324,03420,Nucleotide excision repair\n
2245,Cre03.g179961,K02324,09182,Protein families: genetic information processing\n
2246,Cre03.g179961,K02324,03400,DNA repair and recombination proteins\n
2247,Cre03.g180250,K01858,09101,Carbohydrate metabolism\n
2248,Cre03.g180250,K01858,09110,Biosynthesis of other secondary metabolites\n
2249,Cre03.g180300,K00380,09102,Energy metabolism\n
2250,Cre03.g180350,K02219,09143,Cell growth and death\n
2251,Cre03.g180350,K02219,09161,Cancers: Overview\n
2252,Cre03.g180350,K02219,09162,Cancers: Specific types\n
2253,Cre03.g180450,K01081,09104,Nucleotide metabolism\n
2254,Cre03.g180450,K01081,00240,Pyrimidine metabolism\n
2255,Cre03.g180450,K01081,09108,Metabolism of cofactors and vitamins\n
2256,Cre03.g180550,K01081,09104,Nucleotide metabolism\n
2257,Cre03.g180550,K01081,00240,Pyrimidine metabolism\n
2258,Cre03.g180550,K01081,09108,Metabolism of cofactors and vitamins\n
2259,Cre03.g180600,K01081,09104,Nucleotide metabolism\n
2260,Cre03.g180600,K01081,00240,Pyrimidine metabolism\n
2261,Cre03.g180600,K01081,09108,Metabolism of cofactors and vitamins\n
2262,Cre03.g180700,K05527,09182,Protein families: genetic information processing\n
2263,Cre03.g180800,K11644,09141,Transport and catabolism\n
2264,Cre03.g180800,K11644,09152,Endocrine system\n
2265,Cre03.g180800,K11644,09161,Cancers: Overview\n
2266,Cre03.g180800,K11644,09164,Neurodegenerative diseases\n
2267,Cre03.g180800,K11644,09172,Infectious diseases: Viral\n
2268,Cre03.g180800,K11644,09182,Protein families: genetic information processing\n
2269,Cre03.g180850,K14006,09123,"Folding, sorting and degradation\n"
2270,Cre03.g180850,K14006,09182,Protein families: genetic information processing\n
2271,Cre03.g181150,K10418,09155,Excretory system\n
2272,Cre03.g181150,K10418,09183,Protein families: signaling and cellular processes\n
2273,Cre03.g181200,K01969,09105,Amino acid metabolism\n
2274,Cre03.g181300,K00800,09105,Amino acid metabolism\n
2275,Cre03.g181350,K02879,09122,Translation\n
2276,Cre03.g181350,K02879,09182,Protein families: genetic information processing\n
2277,Cre03.g181400,K13950,09108,Metabolism of cofactors and vitamins\n
